"","age","job_admin.","job_blue-collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self-employed","job_services","job_student","job_technician","job_unemployed","job_unknown","marital_divorced","marital_married","marital_single","education_primary","education_secondary","education_tertiary","education_unknown","default_yes","balance","housing_yes","loan_yes","contact_cellular","contact_telephone","contact_unknown","day","duration","campaign","pdays","previous","poutcome_failure","poutcome_other","poutcome_success","poutcome_unknown","y_yes","month"
"102",53,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,90,0,0,0,0,1,5,124,1,-1,0,0,0,0,1,0,"may"
"103",52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,128,1,0,0,0,1,5,229,1,-1,0,0,0,0,1,0,"may"
"104",59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,179,1,0,0,0,1,5,55,3,-1,0,0,0,0,1,0,"may"
"105",27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,400,1,-1,0,0,0,0,1,0,"may"
"106",44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,54,1,0,0,0,1,5,197,1,-1,0,0,0,0,1,0,"may"
"107",47,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,151,1,0,0,0,1,5,190,1,-1,0,0,0,0,1,0,"may"
"108",34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,61,0,1,0,0,1,5,21,1,-1,0,0,0,0,1,0,"may"
"109",59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,30,1,0,0,0,1,5,514,1,-1,0,0,0,0,1,0,"may"
"110",45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,523,1,0,0,0,1,5,849,2,-1,0,0,0,0,1,0,"may"
"111",29,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,31,1,0,0,0,1,5,194,1,-1,0,0,0,0,1,0,"may"
"112",46,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,79,0,0,0,0,1,5,144,1,-1,0,0,0,0,1,0,"may"
"113",56,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,-34,1,1,0,0,1,5,212,2,-1,0,0,0,0,1,0,"may"
"114",36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,448,1,0,0,0,1,5,286,1,-1,0,0,0,0,1,0,"may"
"115",59,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,81,1,0,0,0,1,5,107,1,-1,0,0,0,0,1,0,"may"
"116",44,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,144,1,0,0,0,1,5,247,2,-1,0,0,0,0,1,0,"may"
"117",41,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,351,1,0,0,0,1,5,518,1,-1,0,0,0,0,1,0,"may"
"118",33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-67,1,0,0,0,1,5,364,1,-1,0,0,0,0,1,0,"may"
"119",59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,262,0,0,0,0,1,5,178,1,-1,0,0,0,0,1,0,"may"
"120",57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,5,98,1,-1,0,0,0,0,1,0,"may"
"121",56,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,56,1,0,0,0,1,5,439,1,-1,0,0,0,0,1,0,"may"
"122",51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,26,1,0,0,0,1,5,79,1,-1,0,0,0,0,1,0,"may"
"123",34,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,0,0,1,5,120,3,-1,0,0,0,0,1,0,"may"
"124",43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,41,1,1,0,0,1,5,127,2,-1,0,0,0,0,1,0,"may"
"125",52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,7,0,1,0,0,1,5,175,1,-1,0,0,0,0,1,0,"may"
"126",33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,105,1,0,0,0,1,5,262,2,-1,0,0,0,0,1,0,"may"
"127",29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,818,1,1,0,0,1,5,61,1,-1,0,0,0,0,1,0,"may"
"128",34,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-16,1,1,0,0,1,5,78,1,-1,0,0,0,0,1,0,"may"
"129",31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,5,143,1,-1,0,0,0,0,1,0,"may"
"130",55,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2476,1,0,0,0,1,5,579,1,-1,0,0,0,0,1,1,"may"
"131",55,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1185,0,0,0,0,1,5,677,1,-1,0,0,0,0,1,0,"may"
"132",32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,217,1,0,0,0,1,5,345,1,-1,0,0,0,0,1,0,"may"
"133",38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1685,1,0,0,0,1,5,185,1,-1,0,0,0,0,1,0,"may"
"134",55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,802,1,1,0,0,1,5,100,2,-1,0,0,0,0,1,0,"may"
"135",28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5,125,2,-1,0,0,0,0,1,0,"may"
"136",23,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,94,1,0,0,0,1,5,193,1,-1,0,0,0,0,1,0,"may"
"137",32,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,136,1,-1,0,0,0,0,1,0,"may"
"138",43,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,73,1,-1,0,0,0,0,1,0,"may"
"139",32,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,517,1,0,0,0,1,5,528,1,-1,0,0,0,0,1,0,"may"
"140",46,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,265,1,0,0,0,1,5,541,1,-1,0,0,0,0,1,0,"may"
"141",53,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,947,1,0,0,0,1,5,163,1,-1,0,0,0,0,1,0,"may"
"142",34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,0,0,1,5,301,1,-1,0,0,0,0,1,0,"may"
"143",57,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,42,0,0,0,0,1,5,46,1,-1,0,0,0,0,1,0,"may"
"144",37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,37,1,0,0,0,1,5,204,1,-1,0,0,0,0,1,0,"may"
"145",59,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,57,1,0,0,0,1,5,98,1,-1,0,0,0,0,1,0,"may"
"146",33,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,22,1,0,0,0,1,5,71,1,-1,0,0,0,0,1,0,"may"
"147",56,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,1,0,0,0,1,5,157,2,-1,0,0,0,0,1,0,"may"
"148",48,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,293,1,0,0,0,1,5,243,1,-1,0,0,0,0,1,0,"may"
"149",43,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,1,0,0,0,1,5,186,2,-1,0,0,0,0,1,0,"may"
"150",54,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,348,1,0,0,0,1,5,579,2,-1,0,0,0,0,1,0,"may"
"151",51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-19,1,0,0,0,1,5,163,2,-1,0,0,0,0,1,0,"may"
"152",26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,5,610,2,-1,0,0,0,0,1,0,"may"
"153",40,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,-4,1,0,0,0,1,5,2033,1,-1,0,0,0,0,1,0,"may"
"154",39,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,18,1,0,0,0,1,5,85,1,-1,0,0,0,0,1,0,"may"
"155",50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,139,0,0,0,0,1,5,114,2,-1,0,0,0,0,1,0,"may"
"156",41,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,5,114,2,-1,0,0,0,0,1,0,"may"
"157",51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1883,1,0,0,0,1,5,57,1,-1,0,0,0,0,1,0,"may"
"158",60,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,216,1,0,0,0,1,5,238,1,-1,0,0,0,0,1,0,"may"
"159",52,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,782,1,0,0,0,1,5,93,3,-1,0,0,0,0,1,0,"may"
"160",48,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,904,1,0,0,0,1,5,128,2,-1,0,0,0,0,1,0,"may"
"161",48,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1705,1,0,0,0,1,5,107,1,-1,0,0,0,0,1,0,"may"
"162",39,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,47,1,0,0,0,1,5,181,1,-1,0,0,0,0,1,0,"may"
"163",47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,176,1,0,0,0,1,5,303,2,-1,0,0,0,0,1,0,"may"
"164",40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1225,1,0,0,0,1,5,558,5,-1,0,0,0,0,1,0,"may"
"165",45,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,86,1,0,0,0,1,5,270,1,-1,0,0,0,0,1,0,"may"
