"X","age","job_admin.","job_blue.collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self.employed","job_services","job_student","job_technician","job_unemployed","marital_divorced","marital_married","education_primary","education_secondary","education_tertiary","default_yes","balance","housing_yes","loan_yes","contact_cellular","contact_telephone","duration","campaign","poutcome_failure","poutcome_other","poutcome_success","y_yes","zero_previous"
37773,0.25974025974026,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0740017794563579,1,0,1,0,0.162057747051647,0.0161290322580645,0,0,0,0,1
11609,0.220779220779221,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0930310678553919,0,0,0,0,0.0937372915819439,0.0161290322580645,0,0,0,0,1
16629,0.350649350649351,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0897535997675812,1,0,1,0,0.0292801952013013,0,0,0,0,0,1
32393,0.181818181818182,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0728487643672943,1,0,1,0,0.0394469296461976,0.0161290322580645,0,0,0,0,1
28113,0.38961038961039,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0728033700724493,0,0,1,0,0.0449369662464416,0.0483870967741935,0,0,0,0,1
8441,0.246753246753247,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0867303397309026,1,0,0,0,0.0256201708011387,0.0483870967741935,0,0,0,0,1
14874,0.376623376623377,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0787137072612714,0,1,1,0,0.0660837738918259,0.0161290322580645,0,0,0,0,1
14961,0.12987012987013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0733571804695586,1,0,1,0,0.0815372102480683,0.112903225806452,0,0,0,0,1
28992,0.272727272727273,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.0838977357325731,1,0,1,0,0.0510370069133794,0,1,0,0,0,0
22465,0.194805194805195,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0735296787899697,0,0,1,0,0.116307442049614,0.0161290322580645,0,0,0,0,1
29872,0.155844155844156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0728033700724493,0,0,1,0,0.08235054900366,0,0,0,0,0,1
22569,0.350649350649351,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0728033700724493,0,0,1,0,0.0227734851565677,0.032258064516129,0,0,0,0,1
31733,0.402597402597403,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0849871988088537,1,1,1,0,0.0514436762911753,0,1,0,0,0,0
17543,0.363636363636364,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0.0812557877725927,0,0,1,0,0.0317202114680765,0.0645161290322581,0,0,0,0,1
7055,0.181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0837887894249451,1,1,0,0,0.0542903619357462,0.0483870967741935,0,0,0,0,1
32710,0.298701298701299,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0731937610081165,1,0,0,1,0.0402602684017893,0,0,0,0,0,1
37747,0.324675324675325,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0747462458918163,1,0,1,0,0.0681171207808052,0,0,0,0,0,1
23012,0.493506493506494,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0752728197120186,0,0,1,0,0.0209434729564864,0.0161290322580645,0,0,0,0,1
11493,0.532467532467532,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0728033700724493,0,0,0,0,0.0485969906466043,0,0,0,0,0,1
20437,0.363636363636364,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0648139741797251,0,1,1,0,0.0376169174461163,0.0161290322580645,0,0,0,0,1
39895,0.142857142857143,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0807110562344525,1,0,1,0,0.0630337535583571,0,0,0,0,0,1
14482,0.142857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0744738801227462,0,0,1,0,0.00935339568930459,0.032258064516129,0,0,0,0,1
41484,0.168831168831169,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.074210593212645,1,0,1,0,0.0435136234241562,0,1,0,0,0,0
29189,0.246753246753247,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0733390227516206,1,1,0,1,0.0648637657584384,0,1,0,0,0,0
38064,0.181818181818182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0732119187260545,1,1,1,0,0.184627897519317,0.032258064516129,0,1,0,0,0
7422,0.0909090909090909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0857770595391571,1,0,0,0,0.0380235868239122,0.032258064516129,0,0,0,0,1
26406,0.168831168831169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.123708532311659,0,0,1,0,0.0372102480683205,0.0161290322580645,1,0,0,0,0
44343,0.220779220779221,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0926588346376627,1,0,1,0,0.046563643757625,0,0,1,0,0,0
5363,0.480519480519481,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0718773264576108,1,0,0,0,0.00711671411142741,0,0,0,0,0,1
13717,0.311688311688312,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0661939607430138,1,0,1,0,0.0620170801138674,0,0,0,0,0,1
36992,0.467532467532468,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0.0744829589817152,1,0,0,1,0.0839772265148434,0.0806451612903226,0,0,0,0,1
33009,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0780600294155031,1,1,1,0,0.0953639690931273,0.032258064516129,0,1,0,0,0
35380,0.207792207792208,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0728033700724493,1,0,1,0,0.0372102480683205,0,0,0,0,0,1
25304,0.207792207792208,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.076008207288508,0,1,1,0,0.0256201708011387,0.032258064516129,0,0,0,0,1
20552,0.376623376623377,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0559711655439144,1,1,1,0,0.0788938592923953,0.0161290322580645,0,0,0,0,1
33128,0.246753246753247,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0729395529569844,1,1,1,0,0.0276535176901179,0.032258064516129,0,0,0,0,1
37828,0.103896103896104,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0806475042216694,1,1,1,0,0.0947539650264335,0,0,0,0,0,1
8563,0.181818181818182,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0771430646596336,1,0,0,0,0.0406669377795852,0,0,0,0,0,1
12716,0.415584415584416,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.157245837343163,1,0,1,0,0.0276535176901179,0.0483870967741935,0,0,0,0,1
13708,0.181818181818182,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0728124489314183,1,1,1,0,0.0290768605124034,0,0,0,0,0,1
8189,0.207792207792208,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0752001888402666,0,0,0,0,0.0266368442456283,0.0161290322580645,0,0,0,0,1
9737,0.376623376623377,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0944382909955877,0,0,0,0,0.107564050427003,0,0,0,0,0,1
11370,0.532467532467532,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.110417082781036,0,0,0,0,0.024806832045547,0,0,0,0,0,1
24803,0.493506493506494,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0781508180051931,1,0,1,0,0.0422936152907686,0,0,0,1,0,0
10476,0.350649350649351,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.143718337479346,0,0,0,0,0.0290768605124034,0.0161290322580645,0,0,0,0,1
5080,0.519480519480519,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.085531930346994,1,0,0,0,0.0225701504676698,0.0645161290322581,0,0,0,0,1
9498,0.155844155844156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0876563833457411,0,0,0,0,0.0612037413582757,0.0161290322580645,0,0,0,0,1
25062,0.376623376623377,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0.0728033700724493,0,0,1,0,0.016470109800732,0.0161290322580645,0,0,0,0,1
8714,0.298701298701299,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.0624897862836599,1,1,0,0,0.0180967873119154,0,0,0,0,0,1
19377,0.506493506493506,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0784685780691083,0,0,1,0,0.0455469703131354,0.0483870967741935,0,0,0,0,1
27162,0.25974025974026,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.0865487625515225,0,1,1,0,0.0325335502236682,0.032258064516129,1,0,0,0,0
41856,0.818181818181818,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0728033700724493,0,0,0,1,0.0260268401789345,0,0,0,0,0,1
28385,0.181818181818182,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.074056252610172,1,0,1,0,0.087840585603904,0,0,1,0,0,0
18580,0.415584415584416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.127548889655548,1,0,1,0,0.0402602684017893,0.032258064516129,0,0,0,0,1
14865,0.38961038961039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0740108583153269,1,1,1,0,0.0290768605124034,0,0,0,0,0,1
19017,0.272727272727273,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0825086703103154,0,0,1,0,0.0858072387149248,0,0,0,0,0,1
18589,0.272727272727273,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0736930982514118,0,0,1,0,0.0241968279788532,0,0,0,0,0,1
10125,0.350649350649351,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0765166233907723,0,0,0,0,0.0292801952013013,0,0,0,0,0,1
29126,0.155844155844156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0752274254171736,0,0,1,0,0.0252135014233428,0,0,0,0,0,1
17193,0.155844155844156,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0840157608991702,1,0,1,0,0.0211468076453843,0.032258064516129,0,0,0,0,1
13583,0.350649350649351,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0701886586893759,0,1,1,0,0.0390402602684018,0.0161290322580645,0,0,0,0,1
23948,0.207792207792208,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.077914767671999,1,1,1,0,0.00650671004473363,0.225806451612903,0,0,0,0,1
42359,0.272727272727273,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.089326893396038,0,0,1,0,0.0209434729564864,0,0,0,0,0,1
27776,0.142857142857143,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0768979354674705,0,0,1,0,0.0917039446929646,0,0,0,0,0,1
26178,0.194805194805195,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0754634757503677,1,0,1,0,0.16958113054087,0.032258064516129,0,0,0,0,1
36590,0.324675324675325,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0825722223230984,1,0,1,0,0.0453436356242375,0,1,0,0,0,0
32860,0.0909090909090909,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0828355092331996,1,0,1,0,0.123627490849939,0,0,0,0,0,1
35636,0.493506493506494,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0841973380785503,1,0,0,1,0.0294835298901993,0,0,0,0,0,1
3754,0.116883116883117,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0729395529569844,1,0,0,0,0.0339568930459536,0,0,0,0,0,1
19182,0.194805194805195,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0975704973398943,0,0,1,0,0.0599837332248882,0.0161290322580645,0,0,0,0,1
25122,0.155844155844156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.18691554845387,0,0,1,0,0.0176901179341196,0,0,0,0,0,1
39347,0.0909090909090909,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0739019120076989,1,0,1,0,0.0969906466043107,0.032258064516129,0,1,0,0,0
43658,0.311688311688312,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0796669874530169,0,0,1,0,0.0235868239121594,0.032258064516129,0,0,0,0,1
1540,0.272727272727273,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0758175512501589,1,0,0,0,0.0563237088247255,0.032258064516129,0,0,0,0,1
24232,0.285714285714286,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0881738783069744,1,0,1,0,0.0717771451809679,0,0,0,0,0,1
30785,0.493506493506494,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0843516786810234,0,0,1,0,0.0589670597803985,0.0161290322580645,0,0,0,0,1
10272,0.207792207792208,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.075999128429539,1,0,0,0,0.0105734038226922,0.032258064516129,0,0,0,0,1
12439,0.116883116883117,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0830443229894867,1,0,0,0,0.0178934526230175,0.0483870967741935,0,0,0,0,1
30790,0.194805194805195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.235732573130209,1,0,1,0,0.0396502643350956,0.0645161290322581,1,0,0,0,0
38783,0.103896103896104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.074083489187079,1,0,1,0,0.00386335908906059,0.0483870967741935,0,1,0,0,0
8642,0.311688311688312,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0820365696439272,1,0,0,0,0.00223668157787719,0.274193548387097,0,0,0,0,1
14870,0.116883116883117,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0735024422130627,1,0,1,0,0.0290768605124034,0,0,0,0,0,1
18694,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0728396855083253,1,0,0,1,0.00427002846685645,0.370967741935484,0,0,0,0,1
38756,0.0909090909090909,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0715232509578196,1,0,1,0,0.0229768198454656,0.0161290322580645,1,0,0,0,0
16213,0.38961038961039,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0772066166724166,1,0,1,0,0.0170801138674258,0.0161290322580645,0,0,0,0,1
21656,0.324675324675325,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0731846821491475,1,0,1,0,0.141520943472956,0.0161290322580645,0,0,0,0,1
5146,0.233766233766234,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0.0683456503186679,1,1,0,0,0.136437576250508,0.032258064516129,0,0,0,0,1
1227,0.428571428571429,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0748551921994444,1,1,0,0,0.0849938999593331,0,0,0,0,0,1
32715,0.311688311688312,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0704791821763841,1,0,1,0,0.117120780805205,0,1,0,0,0,0
13561,0.246753246753247,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0832077424509288,0,1,1,0,0.0162667751118341,0,0,0,0,0,1
16212,0.441558441558442,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0745465109944982,1,0,1,0,0.0124034160227735,0.0161290322580645,0,0,0,0,1
1671,0.181818181818182,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.0915784504203512,1,1,0,0,0.0290768605124034,0,0,0,0,0,1
15008,0.415584415584416,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.089435839703666,1,0,1,0,0.0162667751118341,0,0,0,0,0,1
23866,0.181818181818182,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0768343834546874,0,0,1,0,0.0128100854005693,0.0161290322580645,0,0,0,0,1
28700,0.402597402597403,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0759083398398489,0,0,1,0,0.0880439202928019,0.0161290322580645,1,0,0,0,0
42611,0.233766233766234,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0736477039565667,0,0,1,0,0.0207401382675884,0.032258064516129,0,1,0,0,0
29423,0.545454545454545,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0728033700724493,0,0,1,0,0.030296868645791,0,0,0,0,0,1
470,0.337662337662338,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0754543968913987,1,0,0,0,0.032940219601464,0,0,0,0,0,1
22403,0.402597402597403,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0728033700724493,0,0,1,0,0.0233834892232615,0.0161290322580645,0,0,0,0,1
35714,0.168831168831169,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0689630127285603,1,0,1,0,0.0209434729564864,0.0806451612903226,0,0,0,0,1
34450,0.155844155844156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0728033700724493,1,0,1,0,0.100650671004473,0,0,0,0,0,1
3307,0.428571428571429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.13190674196067,0,0,0,0,0.00610004066693778,0,0,0,0,0,1
9854,0.233766233766234,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.0730394204056434,0,0,0,0,0.0148434322895486,0,0,0,0,0,1
42180,0.454545454545455,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0851143028344198,1,0,1,0,0.0754371695811305,0.0161290322580645,1,0,0,0,0
1534,0.415584415584416,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.0728033700724493,1,0,0,0,0.0799105327368849,0.0161290322580645,0,0,0,0,1
39175,0.155844155844156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.100657309389356,1,0,1,0,0.0461569743798292,0.0161290322580645,0,0,0,0,1
30455,0.298701298701299,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0799847475169321,1,0,1,0,0.0437169581130541,0,0,1,0,0,0
8261,0.467532467532468,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0.0753182140068636,1,0,0,0,0.0732004880032534,0.032258064516129,0,0,0,0,1
35864,0.233766233766234,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0867031031539956,1,0,1,0,0.016470109800732,0.032258064516129,1,0,0,0,0
16507,0.376623376623377,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0729213952390464,1,1,0,1,0.02745018300122,0.0161290322580645,0,0,0,0,1
16336,0.545454545454545,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.077942004248906,0,1,1,0,0.0860105734038227,0,0,0,0,0,1
19718,0.155844155844156,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0.0728033700724493,0,0,1,0,0.0225701504676698,0.0645161290322581,0,0,0,0,1
24445,0.194805194805195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0728033700724493,1,0,1,0,0.0827572183814559,0,0,0,0,0,1
14603,0.142857142857143,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0742741452254281,1,0,1,0,0.0256201708011387,0.032258064516129,0,0,0,0,1
1156,0.25974025974026,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0768616200315944,1,0,0,0,0.074217161447743,0.0483870967741935,0,0,0,0,1
44617,0.571428571428571,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0.0776333230439598,0,0,1,0,0.0605937372915819,0.0161290322580645,0,1,0,0,0
41587,0.194805194805195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0848147004884426,0,0,1,0,0.0221634810898739,0.0161290322580645,0,0,1,0,0
23060,0.194805194805195,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0777422693515879,0,1,1,0,0.0225701504676698,0.0483870967741935,0,0,0,0,1
4180,0.142857142857143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0784050260563252,1,0,0,0,0.0786905246034974,0,0,0,0,0,1
9809,0.454545454545455,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0.064668712436221,0,1,0,0,0.0919072793818625,0,0,0,0,0,1
36688,0.155844155844156,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0728306066493563,1,1,1,0,0.0662871085807239,0.0161290322580645,0,0,0,0,1
30961,0.12987012987013,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0747734824687233,1,0,1,0,0.077063847092314,0.032258064516129,0,0,0,0,1
20782,0.376623376623377,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0732391553029615,0,0,1,0,0.0345668971126474,0.0161290322580645,0,0,0,0,1
24286,0.25974025974026,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0898262306393332,0,0,1,0,0.0581537210248068,0,0,0,0,0,1
658,0.285714285714286,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0698799774844298,1,1,0,0,0.0292801952013013,0,0,0,0,0,1
19695,0.532467532467532,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0.0812194723367167,0,0,1,0,0.393249288328589,0.0161290322580645,0,0,0,0,1
1727,0.142857142857143,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0728033700724493,1,0,0,0,0.024603497356649,0,0,0,0,0,1
19316,0.155844155844156,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0829626132587656,0,0,1,0,0.0404636030906873,0.0967741935483871,0,0,0,0,1
26362,0.415584415584416,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0801390881194051,1,0,1,0,0.0614070760471736,0.032258064516129,0,0,0,0,1
28200,0.142857142857143,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0757358415194378,0,0,1,0,0.0307035380235868,0,0,0,0,0,1
3560,0.38961038961039,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0818913079004231,1,0,0,0,0.0858072387149248,0.0161290322580645,0,0,0,0,1
5895,0.168831168831169,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0675467107293955,1,0,0,0,0.0305002033346889,0,0,0,0,0,1
38796,0.142857142857143,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0728850798031703,1,0,1,0,0.00386335908906059,0.0645161290322581,0,0,0,0,1
5028,0.25974025974026,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.0739473063025439,1,0,0,0,0.0333468889792599,0.0161290322580645,0,0,0,0,1
30550,0.493506493506494,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0.0888729504475878,0,0,1,0,0.1862545750305,0.032258064516129,0,0,0,0,1
41077,0.025974025974026,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0747099304559403,0,0,1,0,0.0205368035786905,0,0,0,0,0,1
1765,0.246753246753247,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0907885896900478,1,0,0,0,0.0215534770231802,0,0,0,0,0,1
795,0.363636363636364,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0937119822780673,1,0,0,0,0.0490036600244002,0,0,0,0,0,1
8184,0.324675324675325,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.129273872859659,1,0,0,0,0.0406669377795852,0.0161290322580645,0,0,0,0,1
21105,0.233766233766234,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0.0756904472245928,0,0,1,0,0.187881252541684,0.0483870967741935,0,0,0,0,1
39621,0.207792207792208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.0728033700724493,1,1,1,0,0.0400569337128914,0.0161290322580645,0,1,0,0,0
5679,0.519480519480519,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.0754816334683057,1,1,0,0,0.0276535176901179,0.0161290322580645,0,0,0,0,1
6943,0.220779220779221,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0728306066493563,1,0,0,0,0.0671004473363156,0.0645161290322581,0,0,0,0,1
25371,0.376623376623377,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0728033700724493,1,1,1,0,0.041276941846279,0.032258064516129,0,0,0,0,1
34794,0.298701298701299,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0729213952390464,1,0,1,0,0.0215534770231802,0,0,0,0,0,1
35962,0.25974025974026,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.0785866032357053,1,0,1,0,0.0599837332248882,0.0161290322580645,0,1,0,0,0
