"","age","job_admin.","job_blue-collar","job_entrepreneur","job_housemaid","job_management","job_retired","job_self-employed","job_services","job_student","job_technician","job_unemployed","job_unknown","marital_divorced","marital_married","marital_single","education_primary","education_secondary","education_tertiary","education_unknown","default_yes","balance","housing_yes","loan_yes","contact_cellular","contact_telephone","contact_unknown","day","duration","campaign","pdays","previous","poutcome_failure","poutcome_other","poutcome_success","poutcome_unknown","y_yes","month"
"94",50,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,1,0,0,17,223,1,96,2,1,0,0,0,0,"nov"
"95",58,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,3111,1,0,1,0,0,17,111,1,188,2,1,0,0,0,0,"nov"
"96",44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1451,1,0,1,0,0,17,157,3,150,12,1,0,0,0,0,"nov"
"97",41,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,557,1,0,1,0,0,17,158,1,173,1,1,0,0,0,0,"nov"
"98",37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,600,1,0,1,0,0,17,116,2,196,1,1,0,0,0,0,"nov"
"99",53,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,350,0,1,1,0,0,17,113,3,132,2,1,0,0,0,0,"nov"
"100",53,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,248,0,1,1,0,0,17,99,1,126,3,1,0,0,0,0,"nov"
"101",52,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1818,0,1,1,0,0,17,189,2,111,4,1,0,0,0,0,"nov"
"102",36,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3837,1,0,1,0,0,17,184,1,193,1,0,0,1,0,0,"nov"
"103",37,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,17,65,2,119,1,1,0,0,0,0,"nov"
"104",44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,58,1,0,1,0,0,17,48,1,126,3,1,0,0,0,0,"nov"
"105",59,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3552,1,0,1,0,0,17,690,1,123,7,0,1,0,0,0,"nov"
"106",32,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,17,159,2,195,2,1,0,0,0,0,"nov"
"107",41,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,20,1,0,1,0,0,17,99,1,151,2,1,0,0,0,0,"nov"
"108",37,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,-954,1,0,1,0,0,17,69,1,180,3,1,0,0,0,0,"nov"
"109",43,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,17,836,1,129,2,1,0,0,0,0,"nov"
"110",51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,230,1,0,1,0,0,17,174,1,195,1,1,0,0,0,0,"nov"
"111",56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,505,1,1,1,0,0,17,171,1,172,2,1,0,0,0,0,"nov"
"112",44,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3843,1,0,1,0,0,17,70,1,150,2,0,1,0,0,0,"nov"
"113",56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,109,0,1,0,1,0,17,124,1,129,18,0,1,0,0,0,"nov"
"114",39,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,5,1,0,1,0,0,17,118,2,131,1,0,1,0,0,0,"nov"
"115",38,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,821,1,1,1,0,0,17,224,2,180,1,1,0,0,0,0,"nov"
"116",42,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,275,0,0,1,0,0,17,295,2,109,9,1,0,0,0,0,"nov"
"117",34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1049,1,0,1,0,0,17,101,2,129,1,1,0,0,0,0,"nov"
"118",51,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1414,1,0,0,0,1,17,422,3,186,2,1,0,0,0,0,"nov"
"119",38,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,17,78,2,193,2,1,0,0,0,0,"nov"
"120",38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,11971,1,0,0,0,1,17,609,2,101,3,1,0,0,0,0,"nov"
"121",53,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2269,0,0,1,0,0,17,1091,2,150,1,0,0,1,0,1,"nov"
"122",41,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,271,1,0,1,0,0,17,148,2,172,2,1,0,0,0,0,"nov"
"123",57,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1158,0,0,0,0,1,17,204,2,109,21,0,1,0,0,0,"nov"
"124",48,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,-478,1,0,1,0,0,17,87,5,167,6,1,0,0,0,0,"nov"
"125",54,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3795,1,1,1,0,0,17,227,2,119,1,1,0,0,0,0,"nov"
"126",55,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,653,1,0,1,0,0,17,193,2,186,1,1,0,0,0,0,"nov"
"127",38,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1255,1,0,1,0,0,17,151,2,171,2,1,0,0,0,0,"nov"
"128",50,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,-403,0,1,1,0,0,17,130,2,119,2,1,0,0,0,0,"nov"
"129",42,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2636,0,0,1,0,0,17,178,2,151,1,1,0,0,0,0,"nov"
"130",40,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1029,1,1,1,0,0,17,117,2,117,3,1,0,0,0,0,"nov"
"131",38,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,17,599,2,158,8,0,1,0,0,0,"nov"
"132",57,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1502,0,0,0,1,0,17,340,2,109,11,1,0,0,0,0,"nov"
"133",30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,426,1,0,0,1,0,17,127,4,111,6,1,0,0,0,0,"nov"
"134",56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,237,1,0,0,1,0,17,117,3,131,4,1,0,0,0,0,"nov"
"135",39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,8,0,1,1,0,0,17,333,2,96,2,1,0,0,0,0,"nov"
"136",43,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1043,1,0,1,0,0,17,57,4,119,3,1,0,0,0,0,"nov"
"137",42,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1027,1,0,0,1,0,17,188,2,168,2,1,0,0,0,0,"nov"
"138",44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,724,1,0,1,0,0,17,157,2,172,1,1,0,0,0,0,"nov"
"139",36,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,17,273,2,131,1,1,0,0,0,0,"nov"
"140",40,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,219,1,0,1,0,0,17,204,2,196,1,1,0,0,0,0,"nov"
"141",48,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2106,1,0,1,0,0,17,499,2,195,1,1,0,0,0,0,"nov"
"142",43,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2767,1,0,1,0,0,17,374,1,186,7,1,0,0,0,0,"nov"
"143",40,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1269,1,0,1,0,0,17,353,1,172,1,1,0,0,0,0,"nov"
"144",56,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1150,0,1,1,0,0,17,107,1,117,3,1,0,0,0,0,"nov"
"145",37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,5115,1,0,1,0,0,17,1210,2,171,4,1,0,0,0,1,"nov"
"146",56,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1092,1,1,1,0,0,17,176,3,186,4,1,0,0,0,0,"nov"
"147",37,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,121,0,1,1,0,0,17,211,2,151,2,1,0,0,0,0,"nov"
"148",58,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,644,0,1,1,0,0,17,220,4,109,4,1,0,0,0,0,"nov"
"149",45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,781,0,1,1,0,0,17,652,2,126,2,1,0,0,0,1,"nov"
"150",50,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,17,114,4,168,2,1,0,0,0,0,"nov"
"151",46,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4958,1,0,1,0,0,17,64,3,150,5,0,1,0,0,0,"nov"
"152",44,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,106,1,0,0,0,1,17,17,1,175,1,1,0,0,0,0,"nov"
"153",35,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,204,1,0,1,0,0,17,295,1,186,9,0,1,0,0,0,"nov"
"154",40,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,755,0,0,1,0,0,17,408,1,117,1,1,0,0,0,0,"nov"
"155",43,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1201,1,1,1,0,0,18,82,1,97,3,1,0,0,0,0,"nov"
"156",40,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3059,1,1,1,0,0,18,41,1,182,1,1,0,0,0,0,"nov"
"157",36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4324,1,0,1,0,0,18,139,4,127,4,1,0,0,0,0,"nov"
"158",44,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,756,1,0,1,0,0,18,65,1,130,2,1,0,0,0,0,"nov"
"159",37,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,723,1,0,1,0,0,18,119,1,110,2,1,0,0,0,0,"nov"
"160",37,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,195,1,0,1,0,0,18,68,1,194,2,1,0,0,0,0,"nov"
"161",41,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,3275,1,0,1,0,0,18,121,1,168,1,0,1,0,0,0,"nov"
"162",42,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2249,1,0,0,1,0,18,228,1,125,5,1,0,0,0,0,"nov"
"163",53,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,137,0,1,1,0,0,18,52,1,176,1,1,0,0,0,0,"nov"
"164",44,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,10888,1,0,1,0,0,18,67,1,105,1,1,0,0,0,0,"nov"
